lexemeId,lemma,image
http://www.wikidata.org/entity/L312594,postal worker,
http://www.wikidata.org/entity/L323478,lychgate,http://commons.wikimedia.org/wiki/Special:FilePath/Lych%20Gate%2C%20Middle%20Church%2C%20Ballinderry%20-%20geograph.org.uk%20-%201633557.jpg
http://www.wikidata.org/entity/L319383,deviance,
http://www.wikidata.org/entity/L19203,weld,
http://www.wikidata.org/entity/L11042,tense,
http://www.wikidata.org/entity/L322290,immorality,
http://www.wikidata.org/entity/L324891,overproduction,
http://www.wikidata.org/entity/L328165,souffle,
http://www.wikidata.org/entity/L468938,season creep,
http://www.wikidata.org/entity/L328584,stovepipe,
http://www.wikidata.org/entity/L312682,barm,http://commons.wikimedia.org/wiki/Special:FilePath/Korb%20mit%20Br%C3%B6tchen.JPG
http://www.wikidata.org/entity/L16941,hulk,
http://www.wikidata.org/entity/L30836,convent,
http://www.wikidata.org/entity/L318378,commode,http://commons.wikimedia.org/wiki/Special:FilePath/Cassettone%20luigi%20XV.png
http://www.wikidata.org/entity/L322753,isomerism,
http://www.wikidata.org/entity/L327462,semblance,
http://www.wikidata.org/entity/L25224,rebus,
http://www.wikidata.org/entity/L299309,revolt,
http://www.wikidata.org/entity/L16584,cozy,
http://www.wikidata.org/entity/L41393,psychobiology,
http://www.wikidata.org/entity/L1794,navy,http://commons.wikimedia.org/wiki/Special:FilePath/Indian%20Navy%20flotilla%20of%20Western%20Fleet%20escort%20INS%20Vikramaditya%20%28R33%29%20and%20INS%20Viraat%20%28R22%29%20in%20the%20Arabian%20Sea.jpg
http://www.wikidata.org/entity/L312477,poisoning,
http://www.wikidata.org/entity/L3941,collection,http://commons.wikimedia.org/wiki/Special:FilePath/Los%20Angeles%20County%20Museum%20of%20Natural%20History%20-%20Gems%20and%20minerals.JPG
http://www.wikidata.org/entity/L57061,ragout,http://commons.wikimedia.org/wiki/Special:FilePath/Rago%C3%BBt%20aux%20lentilles.jpg
http://www.wikidata.org/entity/L326148,pursuer,
http://www.wikidata.org/entity/L41428,quadriplegia,
http://www.wikidata.org/entity/L316100,affliction,
http://www.wikidata.org/entity/L3928,citizen,
http://www.wikidata.org/entity/L16870,gull,http://commons.wikimedia.org/wiki/Special:FilePath/Morro%20Bay%20California%20seagulls.jpg
http://www.wikidata.org/entity/L321034,fullness,
http://www.wikidata.org/entity/L7515,commission,
http://www.wikidata.org/entity/L325729,porpoise,http://commons.wikimedia.org/wiki/Special:FilePath/Harbor.Porpoise.4.jpg
http://www.wikidata.org/entity/L316431,architectonics,
http://www.wikidata.org/entity/L227105,follower,
http://www.wikidata.org/entity/L3284,tomorrow,
http://www.wikidata.org/entity/L40574,patty,http://commons.wikimedia.org/wiki/Special:FilePath/Meatballs-3154%20640.jpg
http://www.wikidata.org/entity/L322514,infielder,
http://www.wikidata.org/entity/L32555,enigma,
http://www.wikidata.org/entity/L320011,elastic,
http://www.wikidata.org/entity/L323760,mediocrity,
http://www.wikidata.org/entity/L37447,miniaturization,
http://www.wikidata.org/entity/L16824,germ,
http://www.wikidata.org/entity/L317130,bluefish,http://commons.wikimedia.org/wiki/Special:FilePath/Fish4397%20-%20Flickr%20-%20NOAA%20Photo%20Library.jpg
http://www.wikidata.org/entity/L317385,bridesmaid,http://commons.wikimedia.org/wiki/Special:FilePath/Bridesmaids1929.jpg
http://www.wikidata.org/entity/L16859,gram,
http://www.wikidata.org/entity/L228593,beneficiary,
http://www.wikidata.org/entity/L45178,urodynamics,
http://www.wikidata.org/entity/L23472,gulch,
http://www.wikidata.org/entity/L318253,cochineal,
http://www.wikidata.org/entity/L307715,elitism,
http://www.wikidata.org/entity/L25310,rider,http://commons.wikimedia.org/wiki/Special:FilePath/Riding%20the%20bus%20on%20the%20tour%20%2827843265554%29.jpg
http://www.wikidata.org/entity/L12266,geometry,http://commons.wikimedia.org/wiki/Special:FilePath/Geometry%20Lessons.jpg
http://www.wikidata.org/entity/L316242,ammonia,
http://www.wikidata.org/entity/L320488,fastening,
http://www.wikidata.org/entity/L320794,fluorocarbon,
http://www.wikidata.org/entity/L296408,loudness,
http://www.wikidata.org/entity/L319268,demotion,
http://www.wikidata.org/entity/L6325,laboratory,http://commons.wikimedia.org/wiki/Special:FilePath/M%20Faraday%20Lab%20H%20Moore.jpg
http://www.wikidata.org/entity/L30324,builder,
http://www.wikidata.org/entity/L228586,demyelination,
http://www.wikidata.org/entity/L328346,spritzer,http://commons.wikimedia.org/wiki/Special:FilePath/SiphonSeltzerAnchorBWks001.jpg
http://www.wikidata.org/entity/L324975,palpation,http://commons.wikimedia.org/wiki/Special:FilePath/Child%20examined%20by%20doctor.jpg
http://www.wikidata.org/entity/L324654,obstructionism,
http://www.wikidata.org/entity/L155710,finalist,
http://www.wikidata.org/entity/L41918,resist,
http://www.wikidata.org/entity/L317447,browsing,
http://www.wikidata.org/entity/L317781,casting,
http://www.wikidata.org/entity/L43855,addressee,
http://www.wikidata.org/entity/L307827,torment,
http://www.wikidata.org/entity/L227467,microbiome,
http://www.wikidata.org/entity/L32052,electroforming,
http://www.wikidata.org/entity/L42809,surveillance,
http://www.wikidata.org/entity/L253269,checklist,
http://www.wikidata.org/entity/L41981,rotunda,http://commons.wikimedia.org/wiki/Special:FilePath/Pentagonal%20rotunda.png
http://www.wikidata.org/entity/L316418,arbitrageur,
http://www.wikidata.org/entity/L316420,arbitrariness,
http://www.wikidata.org/entity/L323636,marbling,
http://www.wikidata.org/entity/L324299,mutability,
http://www.wikidata.org/entity/L323290,lineman,
http://www.wikidata.org/entity/L320979,freewheel,http://commons.wikimedia.org/wiki/Special:FilePath/L-Freilaufzahnrad.png
http://www.wikidata.org/entity/L299315,persecution,
http://www.wikidata.org/entity/L326029,proscription,
http://www.wikidata.org/entity/L311802,theist,
http://www.wikidata.org/entity/L316199,alphanumeric,
http://www.wikidata.org/entity/L324069,modifier,
http://www.wikidata.org/entity/L320007,ejector,
http://www.wikidata.org/entity/L316783,barrio,
http://www.wikidata.org/entity/L6564,trend,
http://www.wikidata.org/entity/L5545,press,http://commons.wikimedia.org/wiki/Special:FilePath/Gl%C3%A4tt-%20und%20Packpresse%20im%20RDZ%20des%20Historischen%20Archivs%20der%20Stadt%20K%C3%B6ln%20%281%29.jpg
http://www.wikidata.org/entity/L17803,lick,
http://www.wikidata.org/entity/L325448,pickpocket,
http://www.wikidata.org/entity/L227373,fibrocyte,
http://www.wikidata.org/entity/L326919,rosette,http://commons.wikimedia.org/wiki/Special:FilePath/Multnomah%20County%20Courthouse%2C%20Portland%20%282012%29%20-%2006.JPG
http://www.wikidata.org/entity/L319873,dunk,
http://www.wikidata.org/entity/L270125,bleach,http://commons.wikimedia.org/wiki/Special:FilePath/Eau-de-Javel-deutsch-1.jpg
http://www.wikidata.org/entity/L42027,scholarship,http://commons.wikimedia.org/wiki/Special:FilePath/2015%20SRNS%20Family%20Scholarships%20%2835559759033%29.jpg
http://www.wikidata.org/entity/L319946,echolocation,
http://www.wikidata.org/entity/L330061,velodrome,http://commons.wikimedia.org/wiki/Special:FilePath/Track%20cycling%202005.jpg
http://www.wikidata.org/entity/L326131,purdah,
http://www.wikidata.org/entity/L254408,Indies,
http://www.wikidata.org/entity/L328107,solidity,
http://www.wikidata.org/entity/L319393,devolution,
http://www.wikidata.org/entity/L319317,derogation,
http://www.wikidata.org/entity/L296353,secrecy,
http://www.wikidata.org/entity/L317833,cay,
http://www.wikidata.org/entity/L52424,windmill,http://commons.wikimedia.org/wiki/Special:FilePath/Moulin%20de%20la%20Solitude%20%288061957726%29.jpg
http://www.wikidata.org/entity/L307367,overpass,
http://www.wikidata.org/entity/L320275,euthenics,
http://www.wikidata.org/entity/L320430,fade,
http://www.wikidata.org/entity/L324279,muse,
http://www.wikidata.org/entity/L326274,rabbet,
http://www.wikidata.org/entity/L330013,vagueness,
http://www.wikidata.org/entity/L25388,saber,
http://www.wikidata.org/entity/L14616,fragment,http://commons.wikimedia.org/wiki/Special:FilePath/Ancient%20Greece%20Neolithic%20Pottery%20Fragments.jpg
http://www.wikidata.org/entity/L324042,mistrial,
http://www.wikidata.org/entity/L309493,covariance,
http://www.wikidata.org/entity/L327758,sideshow,
http://www.wikidata.org/entity/L328080,sociability,
http://www.wikidata.org/entity/L328905,sweepstakes,
http://www.wikidata.org/entity/L316808,basting,http://commons.wikimedia.org/wiki/Special:FilePath/Turkey%20baster%20in%20use.jpg
http://www.wikidata.org/entity/L328241,speedup,
http://www.wikidata.org/entity/L227194,angioplasty,
http://www.wikidata.org/entity/L325080,parquetry,http://commons.wikimedia.org/wiki/Special:FilePath/De%20Notelaer%20%28048%29.jpg
http://www.wikidata.org/entity/L323969,minim,
http://www.wikidata.org/entity/L325197,peddler,http://commons.wikimedia.org/wiki/Special:FilePath/Elis%20the%20pedlar%2C%20Llanfair%20%28Caereinion%3F%29%20NLW3364121.jpg
http://www.wikidata.org/entity/L14957,kit,http://commons.wikimedia.org/wiki/Special:FilePath/Bausatzgrammophon.jpg
http://www.wikidata.org/entity/L320288,everyman,
http://www.wikidata.org/entity/L253274,craniopharyngioma,http://commons.wikimedia.org/wiki/Special:FilePath/Adamantinomatous%20craniopharyngioma%20-%20very%20low%20mag.jpg
http://www.wikidata.org/entity/L253391,cytotoxicity,
http://www.wikidata.org/entity/L318760,coupler,
http://www.wikidata.org/entity/L227323,cholinesterase,http://commons.wikimedia.org/wiki/Special:FilePath/Acethylcholinesterase%20TC%201EA5.png
http://www.wikidata.org/entity/L326928,rotogravure,http://commons.wikimedia.org/wiki/Special:FilePath/Helio.png
http://www.wikidata.org/entity/L318457,concubinage,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois-Joseph%20Navez%20-%20Agar%20et%20Isma%C3%ABl%20dans%20le%20d%C3%A9sert.jpg
http://www.wikidata.org/entity/L457576,travel restriction,
http://www.wikidata.org/entity/L9469,dozen,http://commons.wikimedia.org/wiki/Special:FilePath/Formaci%C3%B3n%20de%20A-29B%20S%C3%BAper%20Tucano%20%28elemento%20de%20adelante%29%20-%20Bicentenario%20Independencia%20de%20Colombia%202010%20%284824927859%29.jpg
http://www.wikidata.org/entity/L21781,byway,
http://www.wikidata.org/entity/L8979,household,http://commons.wikimedia.org/wiki/Special:FilePath/Aime%20Pez%20Familienidylle%201839.jpg
http://www.wikidata.org/entity/L330432,wherry,
http://www.wikidata.org/entity/L322966,kirk,
http://www.wikidata.org/entity/L584317,paratype,http://commons.wikimedia.org/wiki/Special:FilePath/Cadurcotherium%20nouleti%20MHNT.PAL.2012.0.90%20Paratype.jpg
http://www.wikidata.org/entity/L30769,compression,http://commons.wikimedia.org/wiki/Special:FilePath/Aluminium-can-squeezed-by-hand.jpg
http://www.wikidata.org/entity/L226944,pageview,
http://www.wikidata.org/entity/L72380,topographer,
http://www.wikidata.org/entity/L329829,undercarriage,http://commons.wikimedia.org/wiki/Special:FilePath/Boeing%20747%20prototype%20main%20landing%20gear.jpg
http://www.wikidata.org/entity/L295416,disintegration,
http://www.wikidata.org/entity/L46120,notification,
http://www.wikidata.org/entity/L227057,parenthesis,
http://www.wikidata.org/entity/L317388,briefcase,http://commons.wikimedia.org/wiki/Special:FilePath/ANTORINI%20Executive%20Leather%20Briefcase.jpg
http://www.wikidata.org/entity/L328061,snuffbox,http://commons.wikimedia.org/wiki/Special:FilePath/Double%20snuffbox%20MET%20ES5787.jpg
http://www.wikidata.org/entity/L319020,cycling,http://commons.wikimedia.org/wiki/Special:FilePath/Cycling%20Amsterdam.jpg
http://www.wikidata.org/entity/L37019,lemming,http://commons.wikimedia.org/wiki/Special:FilePath/Tunturisopuli%20Lemmus%20Lemmus.jpg
http://www.wikidata.org/entity/L319370,dethronement,
http://www.wikidata.org/entity/L295474,victimization,
http://www.wikidata.org/entity/L316627,backgammon,http://commons.wikimedia.org/wiki/Special:FilePath/Backgammon%20lg.jpg
http://www.wikidata.org/entity/L319896,dyer,
http://www.wikidata.org/entity/L325775,potentiality,
http://www.wikidata.org/entity/L36980,kinesis,
http://www.wikidata.org/entity/L227362,immobilization,
http://www.wikidata.org/entity/L295009,lymphopenia,
http://www.wikidata.org/entity/L314744,reprisal,
http://www.wikidata.org/entity/L319954,ectoplasm,
http://www.wikidata.org/entity/L318035,chlorophyll,
http://www.wikidata.org/entity/L317821,caulking,
http://www.wikidata.org/entity/L324728,omniscience,
http://www.wikidata.org/entity/L45171,upright,
http://www.wikidata.org/entity/L327745,shyster,
http://www.wikidata.org/entity/L33025,eyeball,
http://www.wikidata.org/entity/L319670,dogcart,http://commons.wikimedia.org/wiki/Special:FilePath/NK%20Traditioneel%20Gerij%202014%20%2822%29.jpg
http://www.wikidata.org/entity/L677899,teabag,
http://www.wikidata.org/entity/L318483,confidant,
http://www.wikidata.org/entity/L327485,senility,
http://www.wikidata.org/entity/L318981,curling,
http://www.wikidata.org/entity/L325995,proletariat,
http://www.wikidata.org/entity/L324667,occupancy,
http://www.wikidata.org/entity/L270101,megacity,http://commons.wikimedia.org/wiki/Special:FilePath/EmpireStateNewYokCity.jpg
http://www.wikidata.org/entity/L329451,torpor,
http://www.wikidata.org/entity/L34628,freeman,
http://www.wikidata.org/entity/L325649,pointillism,http://commons.wikimedia.org/wiki/Special:FilePath/5%20Pointz%20Graffiti%2002.JPG
http://www.wikidata.org/entity/L2500,minute,
http://www.wikidata.org/entity/L644049,chain,http://commons.wikimedia.org/wiki/Special:FilePath/Broad%20chain%20closeup.jpg
http://www.wikidata.org/entity/L325919,priming,
http://www.wikidata.org/entity/L327576,shallow,
http://www.wikidata.org/entity/L318608,convolution,
http://www.wikidata.org/entity/L325534,pizzicato,
http://www.wikidata.org/entity/L326077,ptarmigan,
http://www.wikidata.org/entity/L319729,doublespeak,
http://www.wikidata.org/entity/L326542,reflux,
http://www.wikidata.org/entity/L321461,greyhound,
http://www.wikidata.org/entity/L27004,sedan,http://commons.wikimedia.org/wiki/Special:FilePath/1991-1996%20Buick%20Park%20Avenue.jpg
http://www.wikidata.org/entity/L42998,killer whale,http://commons.wikimedia.org/wiki/Special:FilePath/Anim1133%20-%20Flickr%20-%20NOAA%20Photo%20Library.jpg
http://www.wikidata.org/entity/L320192,epiglottis,
http://www.wikidata.org/entity/L326243,quicksand,http://commons.wikimedia.org/wiki/Special:FilePath/Quicksandwarning.JPG
http://www.wikidata.org/entity/L318056,choroid,
http://www.wikidata.org/entity/L319014,cutworm,
http://www.wikidata.org/entity/L295536,tractography,
http://www.wikidata.org/entity/L327660,shirring,
http://www.wikidata.org/entity/L317314,bract,http://commons.wikimedia.org/wiki/Special:FilePath/Br%C3%A1ctea%20Taraxacum%20officinale.jpg
http://www.wikidata.org/entity/L306570,lira,
http://www.wikidata.org/entity/L325300,peristalsis,
http://www.wikidata.org/entity/L328394,stagecoach,
http://www.wikidata.org/entity/L329556,transubstantiation,http://commons.wikimedia.org/wiki/Special:FilePath/Jerusalem%20%285564340326%29.jpg
http://www.wikidata.org/entity/L319658,docking,
http://www.wikidata.org/entity/L330492,wildcatter,
http://www.wikidata.org/entity/L317428,bromide,
http://www.wikidata.org/entity/L328640,stripping,
http://www.wikidata.org/entity/L227389,iceberg,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%90%D0%B9%D1%81%D0%B1%D0%B5%D1%80%D0%B3%20%D0%B2%20%D0%90%D0%BD%D1%82%D0%B0%D1%80%D0%BA%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BF%D1%80%D0%BE%D0%BB%D0%B8%D0%B2%D0%B5.jpg
http://www.wikidata.org/entity/L8959,kick,http://commons.wikimedia.org/wiki/Special:FilePath/Couverture%20hammer1color.jpg
http://www.wikidata.org/entity/L326499,redaction,
http://www.wikidata.org/entity/L323394,longboat,
http://www.wikidata.org/entity/L317047,blackleg,
http://www.wikidata.org/entity/L328869,surveying,http://commons.wikimedia.org/wiki/Special:FilePath/Table%20of%20Surveying%2C%20Cyclopaedia%2C%20Volume%202.jpg
http://www.wikidata.org/entity/L323182,legation,
http://www.wikidata.org/entity/L29093,vulva,http://commons.wikimedia.org/wiki/Special:FilePath/Depilated%20vulva.jpg
http://www.wikidata.org/entity/L24295,lucre,
http://www.wikidata.org/entity/L319211,deflation,
http://www.wikidata.org/entity/L312316,tabby,
http://www.wikidata.org/entity/L298535,dizziness,
http://www.wikidata.org/entity/L320688,flagellation,
http://www.wikidata.org/entity/L318391,commutator,
http://www.wikidata.org/entity/L202854,dumpster,
http://www.wikidata.org/entity/L313516,pornography,http://commons.wikimedia.org/wiki/Special:FilePath/Statuette%20%C3%A9rotique%20en%20ivoire.jpg
http://www.wikidata.org/entity/L301337,piston,http://commons.wikimedia.org/wiki/Special:FilePath/EF7%20Piston.jpg
http://www.wikidata.org/entity/L31761,dictionary,http://commons.wikimedia.org/wiki/Special:FilePath/Auerbach%20open.jpg
http://www.wikidata.org/entity/L320690,flagon,http://commons.wikimedia.org/wiki/Special:FilePath/Service%20de%20pichets.JPG
http://www.wikidata.org/entity/L320634,finishing,
http://www.wikidata.org/entity/L322007,honeypot,
http://www.wikidata.org/entity/L317857,censer,http://commons.wikimedia.org/wiki/Special:FilePath/Censer%20MET%20cdi09-152-4s4.jpg
http://www.wikidata.org/entity/L321712,harmonic,
http://www.wikidata.org/entity/L37395,microenvironment,
http://www.wikidata.org/entity/L228255,disobedience,
http://www.wikidata.org/entity/L42127,serving,
http://www.wikidata.org/entity/L324357,natural,
http://www.wikidata.org/entity/L317877,ceramicist,
http://www.wikidata.org/entity/L328627,strider,
http://www.wikidata.org/entity/L7144,physicist,http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Einstein%20Head.jpg
http://www.wikidata.org/entity/L318985,cursive,
http://www.wikidata.org/entity/L41337,prosthetic,http://commons.wikimedia.org/wiki/Special:FilePath/86%20ACPS%20Atlanta%201996%20Swimming%20General%20Views.jpg
http://www.wikidata.org/entity/L34672,genesis,
http://www.wikidata.org/entity/L317321,braiding,http://commons.wikimedia.org/wiki/Special:FilePath/Braid%20StepBystep.jpg
http://www.wikidata.org/entity/L318607,convocation,
http://www.wikidata.org/entity/L18183,sulfur,http://commons.wikimedia.org/wiki/Special:FilePath/Sulfur%20-%20El%20Desierto%20mine%2C%20San%20Pablo%20de%20Napa%2C%20Daniel%20Campos%20Province%2C%20Potos%C3%AD%2C%20Bolivia.jpg
http://www.wikidata.org/entity/L319469,dinette,
http://www.wikidata.org/entity/L322168,hydration,http://commons.wikimedia.org/wiki/Special:FilePath/Humanitarian%20aid%20OCPA-2005-10-28-090517a.jpg
http://www.wikidata.org/entity/L325173,payola,
http://www.wikidata.org/entity/L326819,riffle,
http://www.wikidata.org/entity/L227681,solicitation,
http://www.wikidata.org/entity/L320591,fieldworker,
http://www.wikidata.org/entity/L322295,immutability,
http://www.wikidata.org/entity/L251810,mythology,http://commons.wikimedia.org/wiki/Special:FilePath/Michel%20Corneille%20the%20Younger%20-%20Iris%20and%20Jupiter.jpg
http://www.wikidata.org/entity/L42532,stamina,
http://www.wikidata.org/entity/L42045,seafood,http://commons.wikimedia.org/wiki/Special:FilePath/Plateau%20van%20zeevruchten.jpg
http://www.wikidata.org/entity/L295861,zymogen,
http://www.wikidata.org/entity/L252091,collusion,
http://www.wikidata.org/entity/L320522,fecundity,
http://www.wikidata.org/entity/L327304,scribe,http://commons.wikimedia.org/wiki/Special:FilePath/Escribano.jpg
http://www.wikidata.org/entity/L317718,cardinality,
http://www.wikidata.org/entity/L7242,hall,http://commons.wikimedia.org/wiki/Special:FilePath/Taman%20Adda%20Johor%20Muafakat%20Hall.jpg
http://www.wikidata.org/entity/L254347,irradiation,
http://www.wikidata.org/entity/L307814,goshawk,
http://www.wikidata.org/entity/L329423,tonsillectomy,http://commons.wikimedia.org/wiki/Special:FilePath/Pair%20of%20Removed%20Tonsils.JPG
http://www.wikidata.org/entity/L324764,orchestrator,
http://www.wikidata.org/entity/L220975,plotter,http://commons.wikimedia.org/wiki/Special:FilePath/Plotter%20Gerber%20Infinity.jpg
http://www.wikidata.org/entity/L184901,mycotoxicology,
http://www.wikidata.org/entity/L295544,gyrus,http://commons.wikimedia.org/wiki/Special:FilePath/Gyrus%20sulcus.png
http://www.wikidata.org/entity/L324805,osprey,
http://www.wikidata.org/entity/L299320,lowland,
http://www.wikidata.org/entity/L227953,transistor,http://commons.wikimedia.org/wiki/Special:FilePath/Transistors.agr.jpg
http://www.wikidata.org/entity/L321047,fundamentalism,
http://www.wikidata.org/entity/L267779,regimen,
http://www.wikidata.org/entity/L34912,greenfield,
http://www.wikidata.org/entity/L229935,decarbonization,
http://www.wikidata.org/entity/L17027,yoke,http://commons.wikimedia.org/wiki/Special:FilePath/Yoke%20%28PSF%29.png
http://www.wikidata.org/entity/L314396,appendage,
http://www.wikidata.org/entity/L328501,stereoscopy,
http://www.wikidata.org/entity/L6471,consequence,
http://www.wikidata.org/entity/L7987,mammal,http://commons.wikimedia.org/wiki/Special:FilePath/Mammal%20Diversity%202011.png
http://www.wikidata.org/entity/L37527,periphrasis,
http://www.wikidata.org/entity/L295432,generator,
http://www.wikidata.org/entity/L323295,lingerie,http://commons.wikimedia.org/wiki/Special:FilePath/Lingerie.jpg
http://www.wikidata.org/entity/L22674,croft,
http://www.wikidata.org/entity/L4205,mind,http://commons.wikimedia.org/wiki/Special:FilePath/RobertFuddBewusstsein17Jh.png
http://www.wikidata.org/entity/L227867,de-identification,
http://www.wikidata.org/entity/L254343,ossification,
http://www.wikidata.org/entity/L324923,oxymoron,
http://www.wikidata.org/entity/L329102,teasel,
http://www.wikidata.org/entity/L229961,disequilibrium,
http://www.wikidata.org/entity/L312468,harrow,
http://www.wikidata.org/entity/L29863,archer,http://commons.wikimedia.org/wiki/Special:FilePath/A%20Manchu%20Archer%20Wellcome%20L0040987.jpg
http://www.wikidata.org/entity/L316726,bangle,
http://www.wikidata.org/entity/L329113,technocracy,
http://www.wikidata.org/entity/L15721,sin,http://commons.wikimedia.org/wiki/Special:FilePath/Conrad%20Meit%20-%20Adam%20und%20Eva%2C%20c.%201510-17%20%28detail%29.png
http://www.wikidata.org/entity/L680119,taphonomy,
http://www.wikidata.org/entity/L316359,aorist,
http://www.wikidata.org/entity/L468965,carbon footprint,
http://www.wikidata.org/entity/L317676,canticle,http://commons.wikimedia.org/wiki/Special:FilePath/Song%20of%20songs%20Rothschild%20mahzor.jpg
http://www.wikidata.org/entity/L204252,packhorse,
http://www.wikidata.org/entity/L72073,brother-in-law,
http://www.wikidata.org/entity/L319590,dispenser,
http://www.wikidata.org/entity/L35551,herbarium,http://commons.wikimedia.org/wiki/Special:FilePath/Herbar%20digital%2001.jpg
http://www.wikidata.org/entity/L318040,choker,http://commons.wikimedia.org/wiki/Special:FilePath/Ferry%20Road%2C%20Eastham%2C%20Wirral%20-%20DSC03451.JPG
http://www.wikidata.org/entity/L318757,counting,
http://www.wikidata.org/entity/L221367,roundhouse,http://commons.wikimedia.org/wiki/Special:FilePath/Roundhouse%20Park%20Toronto.jpg
http://www.wikidata.org/entity/L322751,isolationism,
http://www.wikidata.org/entity/L227231,phototransduction,
http://www.wikidata.org/entity/L329675,truncation,
http://www.wikidata.org/entity/L317811,catholicity,
http://www.wikidata.org/entity/L327060,sales,
http://www.wikidata.org/entity/L327127,sardine,
http://www.wikidata.org/entity/L319316,dermis,http://commons.wikimedia.org/wiki/Special:FilePath/Anatomy%20The%20Skin%20-%20NCI%20Visuals%20Online.jpg
http://www.wikidata.org/entity/L251796,warmblood,
http://www.wikidata.org/entity/L330220,vulgarity,
http://www.wikidata.org/entity/L227183,thermometer,http://commons.wikimedia.org/wiki/Special:FilePath/Mercury%20Thermometer.jpg
http://www.wikidata.org/entity/L18076,odor,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Brueghel%20d.%20O.%20-%20Allegorie%20van%20de%20geur.jpg
http://www.wikidata.org/entity/L328218,speakerphone,
